Name,SMILES,KOR Inhibitor,lb_prop
CHEMBL1428,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,0,"[2.9708000000000014, 108.43610000000007, 0.42857142857142855, 1.0, 1.0, 0.0, 0.0, 1.0, 2.0, 0.0, 8.0, 1.0, 30.0, 9.0, 1.0, 2.0, 8.0, 0.0, 0.0, 12.0, 418.44600000000014, 17.68326680625785, 17.68326680625785, 9.468645717606428, 9.468645717606428, 7.070241172606365, 7.070241172606365, 4.477906014587669, 4.477906014587669, 3.2594183685478293, 3.2594183685478293, 418.174001172, -3.1999999999999997, 23.08259406862999, 10.017444003939296, 5.235354273192112, 174.38701541226436, 8.0, 1.0, 117.0]"
CHEMBL1428935,N#CC(C#N)=C1C=CC=CN1/C(=C\c1ccco1)C(=O)c1ccc(Cl)cc1,0,"[4.843560000000003, 100.8385, 0.0, 1.0, 1.0, 0.0, 1.0, 2.0, 1.0, 0.0, 5.0, 0.0, 27.0, 6.0, 2.0, 3.0, 4.0, 0.0, 0.0, 16.0, 373.7990000000001, 13.96430507071234, 14.720234016730796, 7.878293278202906, 8.256257751212134, 5.4355022675950675, 5.871938048067053, 3.7603742386434216, 4.012350553982906, 2.498240224541552, 2.6242283822112946, 373.06180430399996, -3.7999999999999985, 18.004988662131517, 8.052660123966943, 3.8990754291420613, 160.54272792580053, 5.0, 0.0, 81.03]"
CHEMBL1430,CC(C)(S)[C@@H](N)C(=O)O,0,"[0.10669999999999985, 38.67619999999999, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 3.0, 3.0, 9.0, 4.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 149.215, 5.457376019843031, 6.351803210842948, 2.562021343254849, 3.009234938754807, 2.4695718781827702, 3.622197958929848, 1.027146058144569, 1.3053167015181357, 0.30217040236555637, 0.41261005695399194, 149.051049592, -0.22000000000000003, 8.779999999999998, 2.5772016683913623, 2.7174249856767068, 59.64973269807019, 3.0, 3.0, 63.32000000000001]"
CHEMBL1430337,Cc1ccc(C)c(NC(S)=NC(NC(=O)OCc2ccccc2)C(Cl)(Cl)Cl)c1,0,"[5.623840000000004, 119.80039999999998, 0.2631578947368421, 0.0, 0.0, 1.0, 0.0, 2.0, 4.0, 0.0, 3.0, 3.0, 28.0, 9.0, 0.0, 2.0, 5.0, 0.0, 0.0, 12.0, 460.8140000000001, 15.248076394848507, 18.41029042390379, 8.29890375383808, 9.88001076836572, 6.046299662392869, 8.83884584513654, 3.6683020998685203, 4.515672409819986, 2.2092357930514575, 2.755205697382943, 459.03418092, -1.5999999999999992, 22.686642868559858, 10.25536024305556, 7.431728373086511, 184.37807165301086, 3.0, 3.0, 62.72]"
CHEMBL1430524,COc1ccc(C)cc1NC(=O)CSc1nnc(-c2ccccn2)n1Cc1ccco1,0,"[4.029220000000002, 118.14769999999999, 0.18181818181818182, 0.0, 0.0, 1.0, 3.0, 4.0, 1.0, 0.0, 8.0, 1.0, 31.0, 9.0, 3.0, 4.0, 8.0, 0.0, 0.0, 18.0, 435.5090000000001, 17.10956379812464, 17.926060379052366, 9.580740499651238, 10.566339059304726, 6.727256781070322, 7.669755421930055, 4.466315231243487, 5.433076581667097, 3.016800978259408, 3.75457832479088, 435.13651053200005, -3.5899999999999994, 20.673451885937673, 9.480717072829817, 4.945289956302592, 183.21629453112672, 8.0, 1.0, 95.07000000000001]"
CHEMBL1431,CN(C)C(=N)NC(=N)N,0,"[-1.034159999999999, 36.46349999999999, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 4.0, 9.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 129.167, 5.5245638646895845, 5.5245638646895845, 2.406709123344708, 2.406709123344708, 1.781709123344708, 1.781709123344708, 0.7002840785861559, 0.7002840785861559, 0.2393635016364836, 0.2393635016364836, 129.10144535199998, -1.26, 7.739999999999999, 2.9071056558917943, 3.33347181008902, 53.85436592037309, 2.0, 4.0, 88.99000000000001]"
CHEMBL1431014,COc1cccc(/C=C/c2ccc3cccc(O)c3n2)c1OC,0,"[4.128000000000003, 91.88180000000003, 0.10526315789473684, 0.0, 0.0, 0.0, 1.0, 3.0, 1.0, 0.0, 4.0, 1.0, 23.0, 4.0, 1.0, 3.0, 4.0, 0.0, 0.0, 15.0, 307.34900000000005, 12.984426463823903, 12.984426463823903, 7.204966341400032, 7.204966341400032, 5.001056485207741, 5.001056485207741, 3.587543453515597, 3.587543453515597, 2.457738293196886, 2.457738293196886, 307.120843404, -3.01, 14.907755621276447, 6.399471937204864, 2.9660388295238014, 134.18129947485468, 4.0, 1.0, 51.58]"
CHEMBL1432227,O=C(NNC(=O)C(c1ccccc1)c1ccccc1)c1ccccn1,0,"[2.6747000000000005, 94.57290000000002, 0.05, 0.0, 0.0, 2.0, 1.0, 3.0, 1.0, 0.0, 3.0, 2.0, 25.0, 5.0, 1.0, 3.0, 4.0, 0.0, 0.0, 17.0, 331.37500000000006, 13.423964214272075, 13.423964214272075, 7.866121721386174, 7.866121721386174, 5.412732722827161, 5.412732722827161, 3.7247631039725766, 3.7247631039725766, 2.5378203931356564, 2.5378203931356564, 331.13207678400005, -3.4699999999999984, 16.38996681362184, 7.876721576388217, 4.087106229695139, 145.25297044329997, 3.0, 2.0, 71.09]"
CHEMBL1433,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,0,"[-0.3475999999999985, 109.7749, 0.4090909090909091, 0.0, 3.0, 1.0, 0.0, 1.0, 1.0, 0.0, 9.0, 6.0, 32.0, 10.0, 0.0, 4.0, 2.0, 0.0, 0.0, 18.0, 444.44000000000017, 17.60417886709797, 17.60417886709797, 10.015700808543269, 10.015700808543269, 8.79205156904039, 8.79205156904039, 6.995803337344769, 6.995803337344769, 5.582348034992953, 5.582348034992953, 444.153265728, -3.2100000000000004, 22.00076096960224, 6.893358820274297, 2.4784840440451297, 182.42923685321395, 9.0, 6.0, 181.62]"
CHEMBL1433128,CCOc1cc(/C=C2\SC(=S)N(C(C(=O)O)c3ccccc3)C2=O)ccc1O,0,"[3.8180000000000027, 111.1066, 0.15, 1.0, 1.0, 1.0, 0.0, 2.0, 2.0, 0.0, 6.0, 2.0, 28.0, 8.0, 1.0, 3.0, 6.0, 1.0, 1.0, 16.0, 415.49200000000013, 14.863491711901998, 16.49648487375745, 8.426570880534824, 9.651315751926411, 5.863345293459986, 7.539110882656142, 4.012438685984398, 5.34283656801055, 2.782788800888949, 4.095909824227878, 415.054814644, -2.8399999999999994, 19.908794575753564, 8.450621957950462, 4.024464702155594, 170.9793809317803, 6.0, 2.0, 87.07000000000001]"
CHEMBL1439246,Cc1cccc(C(=O)NC2CC3CCCC(C2)N3Cc2ccccc2)c1,0,"[4.310520000000004, 105.07920000000004, 0.43478260869565216, 2.0, 2.0, 1.0, 0.0, 2.0, 3.0, 2.0, 2.0, 1.0, 26.0, 3.0, 2.0, 4.0, 4.0, 2.0, 2.0, 21.0, 348.49000000000007, 15.526305803358621, 15.526305803358621, 9.860518766283235, 9.860518766283235, 7.907752071002187, 7.907752071002187, 5.949371131559874, 5.949371131559874, 4.703771420633855, 4.703771420633855, 348.22016351599996, -2.1299999999999994, 17.292166771076165, 7.627340251129445, 3.830142611013219, 155.96241623072038, 2.0, 1.0, 32.34]"
CHEMBL1440,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,0,"[-0.21439999999999837, 109.54090000000002, 0.4090909090909091, 0.0, 3.0, 1.0, 0.0, 1.0, 1.0, 0.0, 9.0, 6.0, 32.0, 10.0, 0.0, 4.0, 2.0, 0.0, 0.0, 18.0, 444.44000000000017, 17.656585109905265, 17.656585109905265, 9.970255028284184, 9.970255028284184, 8.961853968764313, 8.961853968764313, 7.022223248043207, 7.022223248043207, 5.50874701215858, 5.50874701215858, 444.15326572799995, -3.21, 22.00076096960224, 6.644026762190543, 2.4784840440451297, 182.42923685321395, 9.0, 6.0, 181.61999999999998]"
CHEMBL1440728,Cc1ccc(C)c(N2CCN(CCCNC(=O)CCn3c(=O)c4cccn4c4cccnc43)CC2)c1,0,"[2.9846399999999997, 143.7706999999998, 0.39285714285714285, 1.0, 1.0, 1.0, 3.0, 4.0, 1.0, 0.0, 7.0, 1.0, 36.0, 8.0, 4.0, 5.0, 8.0, 1.0, 1.0, 24.0, 486.62000000000023, 21.112678011813077, 21.112678011813077, 12.769477707981178, 12.769477707981178, 9.6384921064728, 9.6384921064728, 7.107701125433983, 7.107701125433983, 5.096342391395419, 5.096342391395419, 486.27432432800003, -3.6499999999999995, 24.062488813291235, 10.53711121693035, 4.994566911308531, 210.70363764432926, 7.0, 1.0, 74.88]"
CHEMBL1442120,CC1CCc2c(nc3sc4c(c3c2N)CCCC4)C1,0,"[3.882100000000002, 81.86340000000003, 0.5625, 0.0, 2.0, 0.0, 2.0, 2.0, 2.0, 0.0, 3.0, 1.0, 19.0, 3.0, 2.0, 4.0, 0.0, 0.0, 0.0, 15.0, 272.41700000000003, 11.459909892648907, 12.276406473576634, 7.452197433049082, 8.268694013976807, 6.189748040606684, 7.2733697967323465, 4.760975572150629, 5.946659400892257, 3.675049478590925, 4.973221481878988, 272.13471964, -1.09, 11.713177792095246, 4.203686872580464, 1.7083152924491862, 117.58578632211392, 3.0, 1.0, 38.91]"
CHEMBL1442698,CC1CN(c2ncnc3c2c(-c2ccccc2)cn3-c2ccc(F)cc2)CC(C)O1,0,"[4.840200000000005, 116.48100000000002, 0.25, 1.0, 1.0, 0.0, 2.0, 4.0, 3.0, 0.0, 5.0, 0.0, 30.0, 6.0, 3.0, 5.0, 3.0, 1.0, 1.0, 24.0, 402.4730000000002, 16.994834207311158, 16.994834207311158, 10.17739600879137, 10.17739600879137, 7.8134017249201575, 7.8134017249201575, 5.471709703573454, 5.471709703573454, 4.271380291344525, 4.271380291344525, 402.185589576, -3.2499999999999987, 18.758063983078856, 7.536079011018543, 3.3298363172880547, 174.3084197683498, 5.0, 0.0, 43.18000000000001]"
CHEMBL1444,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,0,"[2.65916, 79.57700000000001, 0.058823529411764705, 0.0, 0.0, 0.0, 1.0, 3.0, 1.0, 0.0, 5.0, 0.0, 22.0, 5.0, 1.0, 3.0, 3.0, 0.0, 0.0, 15.0, 285.31, 11.586920938585678, 11.586920938585678, 6.658292723517229, 6.658292723517229, 4.7456528568404375, 4.7456528568404375, 3.412195966696496, 3.412195966696496, 2.328517845180425, 2.328517845180425, 285.101445352, -3.4399999999999995, 13.538818755772231, 5.903761033825297, 2.561928186798976, 127.25245867565965, 5.0, 0.0, 78.29]"
CHEMBL144483,COC(=O)C1=CCCN(CC2CCCCN2C(=O)Cc2ccc(Cl)c(Cl)c2)C1,1,"[3.722100000000003, 110.67400000000004, 0.5238095238095238, 2.0, 2.0, 1.0, 0.0, 1.0, 2.0, 0.0, 4.0, 0.0, 28.0, 7.0, 2.0, 3.0, 5.0, 1.0, 1.0, 18.0, 425.3560000000001, 16.12581338503702, 17.637671277073927, 9.707416000212186, 10.46334494623064, 7.406710662423303, 8.221110915904514, 5.433391743278013, 6.17242102201603, 3.9831865090195295, 4.303874893064187, 424.132048052, -1.5599999999999996, 21.156142356103903, 9.768900756637555, 5.27796201672703, 175.7670587199679, 4.0, 0.0, 49.85]"
CHEMBL1445491,COc1ccc(S(=O)(=O)N(CC(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)c2ccccc2)cc1,0,"[2.5501000000000005, 138.61729999999986, 0.24, 1.0, 1.0, 1.0, 0.0, 3.0, 1.0, 0.0, 7.0, 1.0, 37.0, 12.0, 1.0, 4.0, 9.0, 1.0, 1.0, 23.0, 545.6390000000004, 20.109749210572563, 21.742742372428015, 11.41317167792656, 14.293298335527838, 8.111770257317247, 11.912015513288472, 5.724724271725921, 9.425671191246526, 3.7614495436077857, 6.590373695257879, 545.1290422039999, -3.4499999999999984, 26.608460478964595, 11.298759634572786, 6.103506141127652, 216.07404904677446, 7.0, 1.0, 122.32]"
CHEMBL1445729,COc1cc(Cl)c(C)cc1NC(=O)CSc1nnc(-c2ccccn2)n1Cc1ccco1,0,"[4.682620000000003, 123.15769999999999, 0.18181818181818182, 0.0, 0.0, 1.0, 3.0, 4.0, 1.0, 0.0, 8.0, 1.0, 32.0, 10.0, 3.0, 4.0, 8.0, 0.0, 0.0, 18.0, 469.9540000000002, 17.410178001944242, 18.982603528890422, 9.686389402822519, 11.049952435485231, 6.825194411738031, 8.17489317933837, 4.592085018013937, 5.966046495178151, 3.027122279658831, 3.9185521116270365, 469.0975381800001, -3.2999999999999994, 21.91406323080138, 9.882964731318406, 4.947990370613536, 193.51956075800837, 8.0, 1.0, 95.07000000000001]"
CHEMBL1447,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,0,"[-0.8569999999999971, 103.24090000000005, 0.9444444444444444, 2.0, 2.0, 1.0, 0.0, 0.0, 1.0, 0.0, 8.0, 5.0, 27.0, 9.0, 2.0, 2.0, 7.0, 2.0, 2.0, 10.0, 406.54500000000013, 16.485392396344206, 17.30188897727193, 9.618715508556196, 10.906616610274956, 7.797319456821317, 8.73333959431813, 5.655838794697984, 6.510416486668594, 4.132293066921216, 4.8115498812238915, 406.2137578079999, -0.42000000000000004, 22.86480664857352, 9.865354994496276, 5.144545091390018, 164.81641288302478, 8.0, 5.0, 122.49000000000001]"
CHEMBL1447284,COc1ccc(N=Nc2ccc(O)c3ncccc23)cc1,0,"[4.3644000000000025, 80.57780000000002, 0.0625, 0.0, 0.0, 0.0, 1.0, 3.0, 2.0, 0.0, 5.0, 1.0, 21.0, 5.0, 1.0, 3.0, 3.0, 0.0, 0.0, 15.0, 279.29900000000004, 11.39325509517033, 11.39325509517033, 6.40239112527323, 6.40239112527323, 4.401408782914797, 4.401408782914797, 3.070986349906611, 3.070986349906611, 1.9903801622989326, 1.9903801622989326, 279.100776656, -2.9499999999999993, 13.052605705188398, 5.58224284366153, 2.667399472649067, 121.10930877883129, 5.0, 1.0, 67.07000000000001]"
CHEMBL1448582,CCN(CCCNC(=O)C1CCN(S(=O)(=O)N2CCC3(CC2)OCCO3)CC1)c1ccccc1,0,"[1.8149000000000028, 130.61450000000002, 0.7083333333333334, 3.0, 3.0, 1.0, 0.0, 1.0, 1.0, 0.0, 6.0, 1.0, 34.0, 10.0, 3.0, 4.0, 9.0, 3.0, 3.0, 20.0, 494.65800000000047, 20.154727081032476, 20.971223661960202, 12.54280007475174, 13.939763484758627, 9.247551867132316, 11.1760142997944, 7.182160906537461, 9.217611907940936, 5.089746956539516, 6.732621711794585, 494.25629131599993, -1.7199999999999998, 25.375222669566696, 11.344567617839699, 5.909258874677717, 203.0969968743675, 6.0, 1.0, 91.42]"
CHEMBL1448902,Oc1ccc(C=NNc2ccnc3cc(Cl)ccc23)cc1O,0,"[3.7454000000000014, 87.74130000000001, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0, 2.0, 0.0, 5.0, 3.0, 22.0, 6.0, 1.0, 3.0, 3.0, 0.0, 0.0, 15.0, 313.7440000000001, 11.362971277715694, 12.11890022373415, 6.486558552946982, 6.86452302595621, 4.63813745915408, 5.074573239626065, 3.1028654338715933, 3.337962536659332, 2.0158563533500984, 2.182199908391394, 313.06180430399996, -2.789999999999999, 14.16008692625173, 5.909765330209225, 2.9413940896334334, 131.06180637361615, 5.0, 3.0, 77.74000000000001]"
CHEMBL1451,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,0,"[0.6204999999999998, 96.78720000000003, 0.7142857142857143, 0.0, 4.0, 0.0, 0.0, 0.0, 1.0, 0.0, 6.0, 4.0, 28.0, 7.0, 0.0, 4.0, 2.0, 0.0, 3.0, 17.0, 394.43900000000014, 16.060301226196906, 16.060301226196906, 9.823183947290058, 9.823183947290058, 9.363901079600785, 9.363901079600785, 8.430020092241927, 8.430020092241927, 6.849398283806812, 6.849398283806812, 394.1791668039999, -1.41, 19.88698649368336, 5.813749131185201, 2.006131874526369, 162.30107724907407, 6.0, 4.0, 115.06000000000002]"
CHEMBL1454,c1ccc([C@H]2CN3CCSC3=N2)cc1,0,"[2.1460999999999997, 60.64900000000002, 0.36363636363636365, 2.0, 2.0, 0.0, 0.0, 1.0, 1.0, 0.0, 3.0, 0.0, 14.0, 3.0, 2.0, 3.0, 1.0, 1.0, 1.0, 12.0, 204.298, 7.888097440161177, 8.704594021088903, 4.938274324689176, 5.923872884342663, 3.6326322690533526, 4.694704065782139, 2.7068324024528856, 3.7153377683531392, 1.9603749702858355, 3.0047954910015604, 204.072119384, -0.96, 8.356701561792665, 3.314920846043748, 1.3196029415112809, 88.02271756585027, 3.0, 0.0, 15.6]"
CHEMBL1454946,COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,0,"[3.111300000000001, 81.95390000000002, 0.0625, 0.0, 0.0, 1.0, 1.0, 3.0, 1.0, 0.0, 4.0, 2.0, 23.0, 7.0, 1.0, 3.0, 3.0, 0.0, 0.0, 14.0, 313.288, 12.091374824228158, 12.091374824228158, 6.716217634922733, 6.716217634922733, 4.769937238017911, 4.769937238017911, 3.257516087413511, 3.257516087413511, 2.1218859949267537, 2.1218859949267537, 313.08626946400005, -3.219999999999999, 14.706242135858965, 5.878294164451086, 3.0293024048785493, 129.84578361857555, 4.0, 2.0, 84.07999999999998]"
CHEMBL1455,CN(C)c1nc(N(C)C)nc(N(C)C)n1,0,"[0.0696000000000001, 62.80800000000004, 0.6666666666666666, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 6.0, 0.0, 15.0, 6.0, 1.0, 1.0, 3.0, 0.0, 0.0, 3.0, 210.285, 10.183281572999748, 10.183281572999748, 4.69574275274956, 4.69574275274956, 3.918691769624717, 3.918691769624717, 1.8000000000000007, 1.8000000000000007, 0.9433281572999749, 0.9433281572999749, 210.15929457599998, -1.5899999999999999, 11.484571215510814, 4.2883675352311, 2.6778702314837215, 90.55950075932624, 6.0, 0.0, 48.39000000000001]"
CHEMBL1455045,COc1ccc(N2CCN(CCCNC(=O)Cn3c(=O)c4cccn4c4cccnc43)CC2)cc1,0,"[1.9862999999999993, 136.2316999999999, 0.34615384615384615, 1.0, 1.0, 1.0, 3.0, 4.0, 1.0, 0.0, 8.0, 1.0, 35.0, 9.0, 4.0, 5.0, 8.0, 1.0, 1.0, 24.0, 474.5650000000002, 19.891169790280017, 19.891169790280017, 11.965183477010305, 11.965183477010305, 8.73108353768062, 8.73108353768062, 6.579194300955288, 6.579194300955288, 4.683574269010179, 4.683574269010179, 474.23793882, -3.849999999999999, 22.918280221525716, 10.186443013929303, 4.854994744486537, 203.08729864504295, 8.0, 1.0, 84.11]"
CHEMBL1455427,CC(OC(=O)c1cc2c(ccc3ccccc32)oc1=O)c1nc2ccccc2s1,0,"[5.473900000000003, 113.44050000000003, 0.08695652173913043, 0.0, 0.0, 0.0, 2.0, 5.0, 2.0, 0.0, 6.0, 0.0, 29.0, 6.0, 2.0, 5.0, 3.0, 0.0, 0.0, 20.0, 401.4430000000001, 15.416658278094786, 16.233154859022513, 9.120544686395272, 9.937041267322996, 6.7134069071432245, 7.775633904233175, 4.803852297467321, 6.001339108177551, 3.3522126940600248, 4.300458552317014, 401.07217896000003, -3.509999999999999, 17.579149542447677, 6.827001640075498, 3.072960952846183, 168.72973476891787, 6.0, 0.0, 69.4]"
CHEMBL1455762,O=C(c1ccc(CNS(=O)(=O)c2ccccc2)cc1)N1CCN(Cc2ccccc2)CC1,0,"[3.1231000000000018, 124.53200000000004, 0.24, 1.0, 1.0, 1.0, 0.0, 3.0, 1.0, 0.0, 4.0, 1.0, 32.0, 7.0, 1.0, 4.0, 7.0, 1.0, 1.0, 24.0, 449.5760000000003, 17.852964808629416, 18.669461389557142, 10.703845978734956, 12.187009226329346, 7.888474160018199, 9.655427390790596, 5.629214645429612, 7.046360007251115, 3.7597662631880655, 4.798559336341711, 449.17731272400005, -2.999999999999999, 22.203125, 10.08, 5.617728531855955, 189.08618269534568, 4.0, 1.0, 69.72]"
CHEMBL1455766,Cc1ccc(S(=O)(=O)NCc2ccc(C(=O)NCCN(Cc3ccccc3)C(C)C)cc2)cc1,1,"[4.113920000000003, 135.9676999999999, 0.2962962962962963, 0.0, 0.0, 1.0, 0.0, 3.0, 1.0, 0.0, 4.0, 2.0, 34.0, 7.0, 0.0, 3.0, 11.0, 0.0, 0.0, 18.0, 479.64600000000024, 19.991537650756367, 20.808034231684093, 11.458692304177111, 12.941855551771507, 8.640250303975632, 10.40720353474803, 5.657081417385495, 7.074226779206997, 3.5059298914597976, 4.523670887837721, 479.22426291600004, -2.9999999999999987, 25.619834710743802, 11.9234404536862, 7.5160330578512395, 202.61192659107277, 4.0, 2.0, 78.50999999999999]"
CHEMBL1456,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,0,"[2.52402, 113.42830000000006, 0.5652173913043478, 2.0, 2.0, 0.0, 0.0, 1.0, 1.0, 0.0, 8.0, 1.0, 31.0, 8.0, 2.0, 3.0, 9.0, 1.0, 1.0, 13.0, 433.5010000000003, 18.492335014838197, 18.492335014838197, 10.616996638235037, 10.616996638235037, 7.8441788460975035, 7.8441788460975035, 5.800001457028403, 5.800001457028403, 3.891176593378213, 3.891176593378213, 433.210052332, -2.58, 23.090883761461825, 10.63632866459004, 5.566117618645093, 182.26544626551106, 8.0, 1.0, 94.53000000000002]"
CHEMBL1456130,CCc1nc2sc3c(Cl)ncnc3c2c2c1CCCC2,0,"[4.334100000000002, 83.74600000000004, 0.4, 0.0, 1.0, 0.0, 3.0, 3.0, 1.0, 0.0, 4.0, 0.0, 20.0, 5.0, 3.0, 4.0, 1.0, 0.0, 0.0, 13.0, 303.81800000000015, 11.240737725095329, 12.813163252041509, 7.025822450429084, 8.220283504366037, 5.200688795212998, 6.557772649426096, 4.099110910181145, 5.577319543018393, 3.202678917769609, 4.511041031049108, 303.059696128, -1.2599999999999998, 12.478366527896386, 4.637748276064094, 1.6763061866215785, 125.5811271559505, 4.0, 0.0, 38.67]"
CHEMBL1456232,O=C1/C(=C\c2ccc(O)cc2)SC(=S)N1c1cccnc1,0,"[3.1930000000000014, 87.9958, 0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 5.0, 1.0, 21.0, 6.0, 2.0, 3.0, 2.0, 1.0, 1.0, 15.0, 314.391, 10.762538080598098, 12.39553124245355, 6.120055961513803, 7.344800832905392, 4.319877067990761, 5.995642657186916, 2.888689539902245, 4.190843097085559, 1.8982682422889368, 3.197267103206446, 314.01836956, -2.1799999999999993, 13.787120397976897, 5.669495362517155, 2.8126658915395524, 130.6699593733937, 5.0, 1.0, 53.43]"
CHEMBL1458833,COc1ccc(/C=C2\SC(=N)N(c3nccs3)C2=O)cc1OC,0,"[3.2159700000000013, 92.44070000000002, 0.13333333333333333, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 7.0, 1.0, 23.0, 8.0, 2.0, 3.0, 4.0, 1.0, 1.0, 13.0, 347.4210000000001, 12.399770258456988, 14.03276342031244, 6.578287267697453, 8.274436659880074, 4.485465189677637, 6.389130230645535, 3.139526418997862, 4.784435368858638, 2.0811239978631657, 3.626241394127297, 347.03983327599997, -2.3200000000000003, 15.57093250468912, 6.430055806163098, 2.9480675129814955, 140.79963433147614, 7.0, 1.0, 75.51]"
CHEMBL1460,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,0,"[-0.21050000000000008, 58.378500000000024, 0.5, 1.0, 1.0, 0.0, 2.0, 2.0, 1.0, 0.0, 6.0, 2.0, 17.0, 7.0, 3.0, 3.0, 2.0, 1.0, 1.0, 11.0, 236.23099999999997, 9.036072383245706, 9.036072383245706, 5.458792390264785, 5.458792390264785, 4.02837957901656, 4.02837957901656, 2.9641836838478897, 2.9641836838478897, 2.0994484276712355, 2.0994484276712355, 236.090940244, -1.7300000000000002, 10.425630003932902, 3.935096028973356, 1.6331195862845582, 96.07932400188179, 6.0, 2.0, 93.03]"
CHEMBL146013,CCn1c(=O)n(C2CCN(CC3CCCCCCC3)CC2)c2ccccc21,1,"[4.820300000000004, 112.39200000000007, 0.6956521739130435, 1.0, 2.0, 0.0, 1.0, 2.0, 1.0, 0.0, 4.0, 0.0, 27.0, 4.0, 2.0, 4.0, 4.0, 1.0, 2.0, 23.0, 369.5530000000001, 16.906378847526614, 16.906378847526614, 11.19735979274185, 11.19735979274185, 8.628474316230845, 8.628474316230845, 6.848671582697775, 6.848671582697775, 5.339259583686825, 5.339259583686825, 369.27801274, -1.5499999999999998, 18.796672391053892, 8.639140607304812, 4.007822260852878, 162.710586319918, 4.0, 0.0, 30.17]"
CHEMBL146054,CC(c1ccccc1Cl)N1CCC(n2c(O)nc3ccccc32)CC1,1,"[4.793400000000004, 101.10880000000003, 0.35, 1.0, 1.0, 0.0, 1.0, 3.0, 2.0, 0.0, 4.0, 1.0, 25.0, 5.0, 2.0, 4.0, 3.0, 1.0, 1.0, 20.0, 355.8690000000001, 14.268748671651512, 15.024677617669965, 8.793092059873922, 9.17105653288315, 6.7351489766946, 7.1423491034352065, 5.3444458770282735, 5.688651924934008, 3.9336815413963238, 4.227318865741948, 355.145140004, -2.0399999999999996, 16.429607147181514, 6.6951835052370585, 3.004758190593368, 152.21503904238043, 4.0, 1.0, 41.29]"
CHEMBL1460585,Cc1ccc2c(C)ccc(O)c2n1,0,"[2.5572400000000006, 52.88180000000002, 0.18181818181818182, 0.0, 0.0, 0.0, 1.0, 2.0, 1.0, 0.0, 2.0, 1.0, 13.0, 2.0, 1.0, 2.0, 0.0, 0.0, 0.0, 9.0, 173.215, 7.7038282677584204, 7.7038282677584204, 4.242187598295857, 4.242187598295857, 3.250386488043017, 3.250386488043017, 2.1931411473455085, 2.1931411473455085, 1.442822125032307, 1.442822125032307, 173.084063972, -1.57, 8.047715036869382, 2.730593320063392, 1.2419168620478132, 76.85683361316791, 2.0, 1.0, 33.120000000000005]"
CHEMBL1460705,O=C(Nc1nnc(SCc2ccc(F)cc2)s1)c1ccccn1,0,"[3.6168000000000022, 88.06020000000001, 0.06666666666666667, 0.0, 0.0, 1.0, 2.0, 3.0, 1.0, 0.0, 6.0, 1.0, 23.0, 8.0, 2.0, 3.0, 5.0, 0.0, 0.0, 13.0, 346.41200000000003, 11.770259065604247, 13.4032522274597, 6.636768965258256, 8.43886410583947, 4.457365517265398, 6.657353301090722, 2.800022957849891, 4.843178462823881, 1.7025418583651362, 3.4054070100948297, 346.03583119200005, -2.32, 15.57093250468912, 7.295719484811037, 4.332791864443452, 139.5432662540173, 6.0, 1.0, 67.77000000000001]"
